listing_id,locality_name,zone,bhk,size,bathroom,floor_num,total_floors,size_per_bhk,bath_per_bhk,floor_ratio,is_tall_building,rent_per_sqft,locality_price_level,area_type,furnishing_status,tenant_preferred,point_of_contact,floor_band,rent,log_rent
LST102633,Nalasopara West,north,2,654.0,2.0,4.0,15.0,327.0,1.0,0.26666666666666666,0,100.15290519877676,10.753595869881174,Super Area,Furnished,Bachelors,Contact Owner,mid (4-10),65500.0,11.089805421623343
LST100886,Chandivali,east,2,650.0,2.0,10.0,18.0,325.0,1.0,0.5555555555555556,0,69.23076923076923,11.053744569546843,Carpet Area,Semi-Furnished,Bachelors/Family,Contact Agent,mid (4-10),45000.0,10.714417768752456
LST102730,Ghatkopar East,east,3,884.0,3.0,2.0,27.0,294.6666666666667,1.0,0.07407407407407407,1,92.1945701357466,10.78550026550078,Carpet Area,Unfurnished,Bachelors/Family,Contact Agent,low (1-3),81500.0,11.308358299228955
LST104868,Mira Road East,north,2,1350.0,2.0,3.0,16.0,675.0,1.0,0.1875,0,81.48148148148148,10.732740268164365,Super Area,Unfurnished,Bachelors/Family,Contact Agent,low (1-3),110000.0,11.608235644774552
LST103632,Marol,east,2,1182.0,3.0,16.0,21.0,591.0,1.5,0.7619047619047619,1,37.64805414551608,10.892335347471157,Carpet Area,Unfurnished,Family,Contact Owner,high (11+),44500.0,10.703244468154331
LST103679,Kurla West,south,1,441.0,2.0,10.0,18.0,441.0,2.0,0.5555555555555556,0,35.147392290249435,10.777564218546118,Carpet Area,Unfurnished,Bachelors/Family,Contact Agent,mid (4-10),15500.0,9.648595302907339
LST103395,Bhayandar East,north,1,319.0,1.0,53.0,78.0,319.0,1.0,0.6794871794871795,1,89.34169278996865,11.001068207286327,Super Area,Furnished,Bachelors,Contact Owner,high (11+),28500.0,10.257659366256743
LST101121,Matunga East,south,4,1970.0,3.0,5.0,24.0,492.5,0.75,0.20833333333333334,1,146.9543147208122,11.201905624158606,Super Area,Furnished,Bachelors,Contact Agent,mid (4-10),289500.0,12.575910575995186
LST103025,Yashodham,north,1,500.0,2.0,6.0,24.0,500.0,2.0,0.25,1,55.0,11.272953436660856,Carpet Area,Unfurnished,Family,Contact Owner,mid (4-10),27500.0,10.221941283654663
LST103050,KEMPS CORNER,unknown,1,516.0,1.0,12.0,13.0,516.0,1.0,0.9230769230769231,0,36.82170542635659,9.852194258148577,Super Area,Semi-Furnished,Family,Contact Owner,high (11+),19000.0,9.852194258148577
LST100914,Dadar East,south,4,2100.0,4.0,35.0,60.0,525.0,1.0,0.5833333333333334,1,119.04761904761905,10.933200243737723,Carpet Area,Semi-Furnished,Bachelors/Family,Contact Agent,high (11+),250000.0,12.429216196844383
LST104934,Lower Parel,south,2,965.0,3.0,26.0,42.0,482.5,1.5,0.6190476190476191,1,110.88082901554404,11.204892048401401,Super Area,Unfurnished,Bachelors/Family,Contact Agent,high (11+),107000.0,11.580584113444043
LST104025,Central Area,east,1,595.0,1.0,15.0,59.0,595.0,1.0,0.2542372881355932,1,65.54621848739495,11.031046716657942,Carpet Area,Semi-Furnished,Family,Contact Agent,high (11+),39000.0,10.571316925111784
LST101040,Juhu Tara,west,2,673.0,1.0,16.0,37.0,336.5,0.5,0.43243243243243246,1,78.7518573551263,11.056335454599406,Super Area,Unfurnished,Bachelors/Family,Contact Owner,high (11+),53000.0,10.87804719253426
LST100691,Kalina,south,1,300.0,1.0,2.0,12.0,300.0,1.0,0.16666666666666666,0,66.66666666666667,11.171060841475402,Carpet Area,Semi-Furnished,Bachelors/Family,Contact Agent,low (1-3),20000.0,9.903487552536127
LST101634,Bhandup West,east,2,573.0,1.0,15.0,25.0,286.5,0.5,0.6,1,81.15183246073299,10.890470738535077,Carpet Area,Furnished,Family,Contact Owner,high (11+),46500.0,10.747207591575448
LST103361,Holly Cross Church Chowk,east,3,1107.0,3.0,6.0,24.0,369.0,1.0,0.25,1,173.44173441734418,11.47585167537997,Super Area,Furnished,Bachelors,Contact Agent,mid (4-10),192000.0,12.165250651009918
LST100594,Ghatkopar West,east,1,550.0,1.0,0.0,4.0,550.0,1.0,0.0,0,43.63636363636363,10.699375206527325,Carpet Area,Unfurnished,Bachelors,Contact Agent,ground/basement,24000.0,10.085809109330082
LST101716,Unknown,unknown,2,758.0,2.0,10.0,13.0,379.0,1.0,0.7692307692307693,0,44.19525065963061,10.80676083612417,Super Area,Semi-Furnished,Bachelors/Family,Contact Agent,mid (4-10),33500.0,10.419300717813158
LST102601,Lower Parel,south,1,641.0,1.0,48.0,54.0,641.0,1.0,0.8888888888888888,1,61.62246489859594,11.204892048401401,Super Area,Unfurnished,Family,Contact Owner,high (11+),39500.0,10.584055950889214
LST104799,Mindspace,north,2,740.0,2.0,2.0,5.0,370.0,1.0,0.4,0,125.67567567567568,10.694530003139274,Super Area,Unfurnished,Bachelors,Contact Agent,low (1-3),93000.0,11.440354772135393
LST101749,DATTA PADA,unknown,1,553.0,1.0,8.0,12.0,553.0,1.0,0.6666666666666666,0,47.920433996383366,10.184900011974314,Carpet Area,Unfurnished,Bachelors/Family,Contact Agent,mid (4-10),26500.0,10.184900011974314
LST101245,Pirojshah Nagar,east,3,2011.0,3.0,12.0,68.0,670.3333333333334,1.0,0.17647058823529413,1,96.96668324216807,11.243566655316098,Super Area,Furnished,Family,Contact Agent,high (11+),195000.0,12.180754837545884
LST104214,Vile Parle West,west,1,445.0,1.0,5.0,21.0,445.0,1.0,0.23809523809523808,1,49.438202247191015,10.956683260286358,Carpet Area,Semi-Furnished,Bachelors/Family,Contact Owner,mid (4-10),22000.0,9.998797732340453
LST101085,Andheri East,west,1,347.0,1.0,24.0,24.0,347.0,1.0,1.0,1,80.69164265129683,10.95227718741345,Carpet Area,Furnished,Bachelors,Contact Agent,high (11+),28000.0,10.239959789157341
LST104785,Bhakti Park,south,1,439.0,1.0,1.0,9.0,439.0,1.0,0.1111111111111111,0,85.42141230068337,11.201128874867234,Super Area,Unfurnished,Family,Contact Owner,low (1-3),37500.0,10.532096211958502
LST102478,Mahim,south,3,905.0,4.0,5.0,13.0,301.6666666666667,1.3333333333333333,0.38461538461538464,0,62.98342541436464,10.982971428961264,Super Area,Furnished,Bachelors,Contact Agent,mid (4-10),57000.0,10.950806546816688
LST102168,Chandivali,east,1,631.0,1.0,14.0,15.0,631.0,1.0,0.9333333333333333,0,176.62429858991135,11.053744569546843,Super Area,Semi-Furnished,Bachelors/Family,Contact Agent,high (11+),116500.0,11.665646551987892
LST104718,Irani Wada,north,5,3856.0,4.0,-2.0,18.0,771.2,0.8,-0.1111111111111111,0,114.75622406639005,10.910787517365096,Super Area,Semi-Furnished,Bachelors/Family,Contact Owner,ground/basement,442500.0,13.00019574343012
LST102393,Powai,east,3,863.0,3.0,10.0,32.0,287.6666666666667,1.0,0.3125,1,84.00926998841251,10.964246195304222,Carpet Area,Unfurnished,Family,Contact Owner,mid (4-10),72500.0,11.191341840842766
LST102305,Indralok,north,1,518.0,1.0,18.0,20.0,518.0,1.0,0.9,1,123.55212355212355,10.569348370142686,Super Area,Semi-Furnished,Bachelors,Contact Agent,high (11+),64000.0,11.06663836234181
LST102962,Parel,south,2,803.0,2.0,3.0,6.0,401.5,1.0,0.5,0,100.24906600249066,11.124955527722204,Super Area,Semi-Furnished,Bachelors,Contact Owner,low (1-3),80500.0,11.296012463406655
LST102303,Peddar Road,south,3,731.0,3.0,10.0,37.0,243.66666666666666,1.0,0.2702702702702703,1,87.55129958960329,10.816840980227157,Built Up Area,Furnished,Family,Contact Owner,mid (4-10),64000.0,11.06663836234181
LST102576,Vile Parle West,west,2,694.0,1.0,8.0,13.0,347.0,0.5,0.6153846153846154,0,85.01440922190201,10.956683260286358,Carpet Area,Furnished,Family,Contact Owner,mid (4-10),59000.0,10.985292722887856
LST102705,Lokhandwala Twp,north,3,1345.0,2.0,43.0,78.0,448.3333333333333,0.6666666666666666,0.5512820512820513,1,124.53531598513011,11.001962497923795,Super Area,Unfurnished,Bachelors,Contact Owner,high (11+),167500.0,12.028738630247258
LST102996,Lokhandwala Complex,west,2,915.0,1.0,10.0,37.0,457.5,0.5,0.2702702702702703,1,95.08196721311475,10.982753765227347,Carpet Area,Furnished,Bachelors,Contact Agent,mid (4-10),87000.0,11.37366339763672
LST101462,Unknown,unknown,3,923.0,3.0,50.0,75.0,307.6666666666667,1.0,0.6666666666666666,1,34.12784398699892,10.80676083612417,Super Area,Unfurnished,Bachelors,Contact Owner,high (11+),31500.0,10.357742824813725
LST101316,Andheri East,west,1,411.0,1.0,5.0,23.0,411.0,1.0,0.21739130434782608,1,109.48905109489051,10.95227718741345,Carpet Area,Furnished,Family,Contact Owner,mid (4-10),45000.0,10.714417768752456
LST102051,Mulund West,east,4,1977.0,5.0,5.0,24.0,494.25,1.25,0.20833333333333334,1,92.81740010116337,10.780672329678938,Carpet Area,Semi-Furnished,Family,Contact Owner,mid (4-10),183500.0,12.119969946476761
LST103037,Worli,south,2,828.0,2.0,19.0,19.0,414.0,1.0,1.0,0,175.12077294685992,11.190878783089097,Super Area,Semi-Furnished,Family,Contact Owner,high (11+),145000.0,11.884489021402711
LST103833,Andheri East,west,3,1219.5,2.0,0.0,7.0,406.5,0.6666666666666666,0.0,0,120.54120541205413,10.95227718741345,Carpet Area,Semi-Furnished,Bachelors/Family,Contact Agent,ground/basement,147000.0,11.898187865760873
LST102255,Powai,east,3,1009.0,3.0,7.0,25.0,336.3333333333333,1.0,0.28,1,96.63032705649158,10.964246195304222,Super Area,Furnished,Bachelors/Family,Contact Owner,mid (4-10),97500.0,11.487607656985938
LST104714,Nandiadwala Colony,east,3,902.0,3.0,17.0,32.0,300.6666666666667,1.0,0.53125,1,50.99778270509978,10.908198100625537,Carpet Area,Furnished,Bachelors,Contact Owner,high (11+),46000.0,10.736396675471232
LST101079,Chakala Cigarette Factory,south,1,407.0,1.0,5.0,5.0,407.0,1.0,1.0,0,13.513513513513514,10.609086299793825,Carpet Area,Furnished,Bachelors,Contact Owner,mid (4-10),5500.0,8.612503371220562
LST102659,Bandra Kurla Complex,south,1,539.0,1.0,25.0,44.0,539.0,1.0,0.5681818181818182,1,45.45454545454545,11.057189889236964,Carpet Area,Semi-Furnished,Bachelors/Family,Contact Owner,high (11+),24500.0,10.106428396532818
LST104029,Mira Road East,north,1,549.0,2.0,30.0,59.0,549.0,2.0,0.5084745762711864,1,126.59380692167578,10.732740268164365,Carpet Area,Unfurnished,Family,Contact Agent,high (11+),69500.0,11.149082031552883
LST102215,Andheri East,west,2,648.0,2.0,-1.0,22.0,324.0,1.0,-0.045454545454545456,1,100.30864197530865,10.95227718741345,Super Area,Furnished,Family,Contact Owner,ground/basement,65000.0,11.082142548877775
LST101117,Goregaon East,north,2,771.0,2.0,11.0,12.0,385.5,1.0,0.9166666666666666,0,34.37094682230869,11.005324871947899,Super Area,Unfurnished,Family,Contact Owner,high (11+),26500.0,10.184900011974314
LST103680,Borivali West,north,2,672.0,3.0,49.0,56.0,336.0,1.5,0.875,1,57.291666666666664,10.875511203034876,Carpet Area,Semi-Furnished,Bachelors,Contact Agent,high (11+),38500.0,10.558413520275876
LST103129,Deonar,east,2,490.0,3.0,9.0,11.0,245.0,1.5,0.8181818181818182,0,75.51020408163265,11.308102872558855,Carpet Area,Furnished,Bachelors,Contact Owner,mid (4-10),37000.0,10.51867319162636
LST100291,Bandra West,south,2,800.0,2.0,-1.0,21.0,400.0,1.0,-0.047619047619047616,1,125.0,11.41516651287186,Carpet Area,Furnished,Bachelors/Family,Contact Agent,ground/basement,100000.0,11.512925464970229
LST103552,Chakala Cigarette Factory,south,3,828.0,4.0,6.0,20.0,276.0,1.3333333333333333,0.3,1,139.4927536231884,10.609086299793825,Carpet Area,Semi-Furnished,Family,Contact Agent,mid (4-10),115500.0,11.657025808943985
LST104240,Link Road,west,1,477.0,2.0,3.0,15.0,477.0,2.0,0.2,0,11.530398322851154,10.50558206918994,Carpet Area,Furnished,Family,Contact Agent,low (1-3),5500.0,8.612503371220562
LST104204,Aarey Milk Colony,north,2,914.0,2.0,21.0,23.0,457.0,1.0,0.9130434782608695,1,43.21663019693654,10.738011271623895,Super Area,Unfurnished,Family,Contact Owner,high (11+),39500.0,10.584055950889214
LST103498,Lokhandwala Twp,north,2,754.0,3.0,29.0,38.0,377.0,1.5,0.7631578947368421,1,79.57559681697613,11.001962497923795,Super Area,Semi-Furnished,Bachelors,Contact Owner,high (11+),60000.0,11.002099841204238
LST102911,Bhandup West,east,2,611.0,1.0,26.0,44.0,305.5,0.5,0.5909090909090909,1,50.736497545008184,10.890470738535077,Carpet Area,Semi-Furnished,Bachelors/Family,Contact Owner,high (11+),31000.0,10.341742483467284
LST102975,Powai,east,2,981.0,1.0,10.0,16.0,490.5,0.5,0.625,0,17.329255861365954,10.964246195304222,Carpet Area,Semi-Furnished,Bachelors,Contact Agent,mid (4-10),17000.0,9.740968623038354
LST102995,Dadar West,south,2,711.0,2.0,3.0,58.0,355.5,1.0,0.05172413793103448,1,66.80731364275668,10.9104893467194,Carpet Area,Unfurnished,Bachelors,Contact Agent,low (1-3),47500.0,10.768484990022733
LST900037,Marol,east,3,967.0,2.0,11.0,17.0,322.3333333333333,0.6666666666666666,0.6470588235294118,0,69.28645294725956,10.892335347471157,Super Area,Semi-Furnished,Bachelors,Contact Agent,high (11+),67000.0,11.112447898373103
LST103505,Chembur,east,1,539.0,1.0,23.0,24.0,539.0,1.0,0.9583333333333334,1,62.15213358070501,10.890775934151565,Carpet Area,Furnished,Family,Contact Agent,high (11+),33500.0,10.419300717813158
LST100832,Bandra Band Stand,south,2,800.0,2.0,5.0,8.0,400.0,1.0,0.625,0,112.5,10.408659711848944,Carpet Area,Furnished,Bachelors/Family,Contact Agent,mid (4-10),90000.0,11.407564949312402
LST103741,Waterfield Road,south,5,3183.0,5.0,21.0,22.0,636.6,1.0,0.9545454545454546,1,132.89349670122525,11.193078238527777,Carpet Area,Furnished,Bachelors/Family,Contact Agent,high (11+),423000.0,12.955127458028414
LST101113,Bhakti Park,south,3,1972.0,3.0,18.0,23.0,657.3333333333334,1.0,0.782608695652174,1,171.90669371196753,11.201128874867234,Super Area,Unfurnished,Bachelors,Contact Agent,high (11+),339000.0,12.733755386362587
LST100537,Mira Road,east,1,650.0,2.0,18.0,19.0,650.0,2.0,0.9473684210526315,0,16.923076923076923,10.72183090798483,Super Area,Furnished,Bachelors/Family,Contact Owner,high (11+),11000.0,9.305650551780507
LST100738,Kanjurmarg West,east,2,661.0,2.0,17.0,36.0,330.5,1.0,0.4722222222222222,1,57.488653555219365,11.130296296719283,Carpet Area,Semi-Furnished,Bachelors/Family,Contact Agent,high (11+),38000.0,10.545341438708522
LST103877,Lokhandwala Twp,north,3,1225.0,3.0,9.0,21.0,408.3333333333333,1.0,0.42857142857142855,1,124.89795918367346,11.001962497923795,Carpet Area,Semi-Furnished,Bachelors/Family,Contact Owner,mid (4-10),153000.0,11.938193200374572
LST104965,Bhandari Compound,south,2,660.0,3.0,9.0,22.0,330.0,1.5,0.4090909090909091,1,103.78787878787878,10.886037748111855,Carpet Area,Unfurnished,Bachelors,Contact Owner,mid (4-10),68500.0,11.134589024250317
LST102847,Chembur,east,1,516.0,1.0,3.0,58.0,516.0,1.0,0.05172413793103448,1,57.17054263565891,10.890775934151565,Super Area,Unfurnished,Bachelors,Contact Agent,low (1-3),29500.0,10.292145542327912
LST104731,Marine Lines,south,1,219.0,1.0,3.0,36.0,219.0,1.0,0.08333333333333333,1,73.05936073059361,10.781907554276028,Super Area,Semi-Furnished,Bachelors/Family,Contact Owner,low (1-3),16000.0,9.680344001221918
LST101893,Prabhadevi,south,3,974.0,3.0,15.0,19.0,324.6666666666667,1.0,0.7894736842105263,0,83.67556468172485,11.084612109046844,Carpet Area,Unfurnished,Bachelors/Family,Contact Owner,high (11+),81500.0,11.308358299228955
LST104415,Andheri East,west,2,681.0,2.0,4.0,5.0,340.5,1.0,0.8,0,126.2848751835536,10.95227718741345,Super Area,Semi-Furnished,Bachelors,Contact Agent,mid (4-10),86000.0,11.362102575235644
LST100171,Sunder Nagar,north,1,400.0,1.0,4.0,7.0,400.0,1.0,0.5714285714285714,0,65.0,10.697902829536565,Carpet Area,Unfurnished,Bachelors/Family,Contact Agent,mid (4-10),26000.0,10.165851817003619
LST102385,Chinmay Gaurang Infrastructure Old Panvel,unknown,2,535.0,3.0,2.0,7.0,267.5,1.5,0.2857142857142857,0,62.61682242990654,10.582105205963458,Super Area,Unfurnished,Bachelors/Family,Contact Owner,low (1-3),33500.0,10.419300717813158
LST103530,Marol,east,1,356.0,1.0,15.0,24.0,356.0,1.0,0.625,1,70.2247191011236,10.892335347471157,Carpet Area,Unfurnished,Family,Contact Owner,high (11+),25000.0,10.126631103850338
LST100096,Gokuldham,north,3,1000.0,3.0,9.0,15.0,333.3333333333333,1.0,0.6,0,50.0,10.854843817874576,Carpet Area,Furnished,Bachelors/Family,Contact Agent,mid (4-10),50000.0,10.819778284410283
LST102964,Borivali East,north,1,353.0,1.0,0.0,3.0,353.0,1.0,0.0,0,150.1416430594901,10.70221031569076,Super Area,Furnished,Family,Contact Agent,ground/basement,53000.0,10.87804719253426
LST102562,Kalina,south,2,887.0,2.0,6.0,16.0,443.5,1.0,0.375,0,98.08342728297633,11.171060841475402,Super Area,Semi-Furnished,Family,Contact Owner,mid (4-10),87000.0,11.37366339763672
LST101866,Collector Colony,south,1,269.0,1.0,25.0,28.0,269.0,1.0,0.8928571428571429,1,65.05576208178438,10.781871810090554,Carpet Area,Furnished,Family,Contact Agent,high (11+),17500.0,9.769956159911606
LST103497,Balkrishna Dadu Karade Chowk,south,4,2861.0,4.0,5.0,18.0,715.25,1.0,0.2777777777777778,0,96.12023767913317,11.032262240163856,Super Area,Furnished,Bachelors,Contact Owner,mid (4-10),275000.0,12.524526376648708
LST104096,Lokhandwala Twp,north,3,1148.0,2.0,10.0,21.0,382.6666666666667,0.6666666666666666,0.47619047619047616,1,86.2369337979094,11.001962497923795,Super Area,Semi-Furnished,Family,Contact Agent,mid (4-10),99000.0,11.502875129116727
LST100726,Virar,north,1,620.0,2.0,6.0,8.0,620.0,2.0,0.75,0,12.903225806451612,11.122987681866155,Super Area,Semi-Furnished,Bachelors/Family,Contact Owner,mid (4-10),8000.0,8.987196820661973
LST101877,BMC Colony Malad East,north,2,537.0,2.0,43.0,79.0,268.5,1.0,0.5443037974683544,1,74.487895716946,10.415558270311722,Super Area,Unfurnished,Family,Contact Agent,high (11+),40000.0,10.596634733096073
LST103387,Borivali East,north,1,569.0,1.0,24.0,24.0,569.0,1.0,1.0,1,52.72407732864675,10.70221031569076,Super Area,Furnished,Bachelors/Family,Contact Agent,high (11+),30000.0,10.308952660644293
LST100740,GOREGAON WEST,unknown,3,1300.0,3.0,6.0,30.0,433.3333333333333,1.0,0.2,1,53.84615384615385,10.64831139330573,Carpet Area,Unfurnished,Bachelors,Contact Agent,mid (4-10),70000.0,11.156250521031495
LST104748,Andheri East,west,1,393.0,1.0,7.0,14.0,393.0,1.0,0.5,0,71.2468193384224,10.95227718741345,Super Area,Unfurnished,Family,Contact Agent,mid (4-10),28000.0,10.239959789157341
LST101043,Mira Road,east,4,3365.0,5.0,8.0,36.0,841.25,1.25,0.2222222222222222,1,176.62429858991135,10.72183090798483,Carpet Area,Furnished,Bachelors/Family,Contact Owner,mid (4-10),795000.0,13.58609739363647
LST102232,Raheja Vihar,east,2,629.0,3.0,12.0,18.0,314.5,1.5,0.6666666666666666,0,51.669316375198726,10.653939110921119,Super Area,Furnished,Bachelors,Contact Agent,high (11+),32500.0,10.388995368317829
LST102738,4 Bunglows,east,1,420.0,2.0,4.0,10.0,420.0,2.0,0.4,0,35.714285714285715,11.253068093606258,Super Area,Semi-Furnished,Family,Contact Agent,mid (4-10),15000.0,9.615805480084347
LST103435,Bandra East,south,2,752.0,1.0,1.0,4.0,376.0,0.5,0.25,0,43.88297872340426,10.953539929053624,Carpet Area,Unfurnished,Family,Contact Owner,low (1-3),33000.0,10.404262840448617
LST102676,Lokhandwala Twp,north,3,1087.0,4.0,0.0,6.0,362.3333333333333,1.3333333333333333,0.0,0,114.99540018399264,11.001962497923795,Carpet Area,Semi-Furnished,Bachelors/Family,Contact Agent,ground/basement,125000.0,11.736069016284437
LST101550,Prabhadevi,south,1,434.0,1.0,22.0,52.0,434.0,1.0,0.4230769230769231,1,10.368663594470046,11.084612109046844,Super Area,Unfurnished,Family,Contact Owner,high (11+),4500.0,8.411832675758411
LST101874,Santacruz West,west,2,792.0,2.0,10.0,17.0,396.0,1.0,0.5882352941176471,0,172.34848484848484,11.326546812574792,Carpet Area,Semi-Furnished,Bachelors/Family,Contact Owner,mid (4-10),136500.0,11.824079893607152
LST103145,Worli,south,3,907.0,3.0,11.0,22.0,302.3333333333333,1.0,0.5,1,127.8941565600882,11.190878783089097,Super Area,Furnished,Bachelors/Family,Contact Agent,high (11+),116000.0,11.661345470088502
LST103424,Bandra East,south,2,833.0,3.0,10.0,14.0,416.5,1.5,0.7142857142857143,0,98.43937575030012,10.953539929053624,Super Area,Furnished,Bachelors/Family,Contact Agent,mid (4-10),82000.0,11.314474526246391
LST100774,Beverly Park,north,2,550.0,2.0,2.0,7.0,275.0,1.0,0.2857142857142857,0,40.0,10.64654847350029,Carpet Area,Furnished,Family,Contact Agent,low (1-3),22000.0,9.998797732340453
LST104591,Hiranandani Gardens,east,2,588.0,1.0,17.0,28.0,294.0,0.5,0.6071428571428571,1,15.306122448979592,10.985276050143012,Super Area,Furnished,Family,Contact Owner,high (11+),9000.0,9.104979856318357
LST104438,Prabhadevi,south,2,901.0,3.0,23.0,26.0,450.5,1.5,0.8846153846153846,1,55.49389567147614,11.084612109046844,Super Area,Unfurnished,Bachelors/Family,Contact Agent,high (11+),50000.0,10.819778284410283
