listing_id,city,locality_name,address,bhk,rent,size,area_type,floor_num,total_floors,bathroom,furnishing_status,tenant_preferred,point_of_contact
LST103680,Mumbai,Borivali West,"Parinee Adney, Borivali West",2,38500.0,672.0,Carpet Area,49.0,56.0,3.0,Semi-Furnished,Bachelors,Contact Agent
LST103129,Mumbai,Deonar,"Satyam Springs, Deonar",2,37000.0,490.0,Carpet Area,9.0,11.0,3.0,Furnished,Bachelors,Contact Owner
LST100291,Mumbai,Bandra West,Bandra West,2,100000.0,800.0,Carpet Area,-1.0,21.0,2.0,Furnished,Bachelors/Family,Contact Agent
LST103552,Mumbai,Chakala Cigarette Factory,Chakala Cigarette Factory,3,115500.0,828.0,Carpet Area,6.0,20.0,4.0,Semi-Furnished,Family,Contact Agent
LST104240,Mumbai,Link Road,"Auris Serenity, Link Road",1,5500.0,477.0,Carpet Area,3.0,15.0,2.0,Furnished,Family,Contact Agent
LST104204,Mumbai,Aarey Milk Colony,"Garden View Apartment, Aarey Milk Colony",2,39500.0,914.0,Super Area,21.0,23.0,2.0,Unfurnished,Family,Contact Owner
LST103498,Mumbai,Lokhandwala Twp,"spring grove uno, Lokhandwala Twp",2,60000.0,754.0,Super Area,29.0,38.0,3.0,Semi-Furnished,Bachelors,Contact Owner
LST102911,Mumbai,Bhandup West,Bhandup West,2,31000.0,611.0,Carpet Area,26.0,44.0,1.0,Semi-Furnished,Bachelors/Family,Contact Owner
LST102975,Mumbai,Powai,"Lake Homes, Powai",2,17000.0,981.0,Carpet Area,10.0,16.0,1.0,Semi-Furnished,Bachelors,Contact Agent
LST102995,Mumbai,Dadar West,"Purushottam Towers, Dadar West",2,47500.0,711.0,Carpet Area,3.0,58.0,2.0,Unfurnished,Bachelors,Contact Agent
LST900037,Mumbai,Marol,"Akruti Aneri, Marol",3,67000.0,967.0,Super Area,11.0,17.0,2.0,Semi-Furnished,Bachelors,Contact Agent
LST103505,Mumbai,Chembur,"Altavista, Chembur",1,33500.0,539.0,Carpet Area,23.0,24.0,1.0,Furnished,Family,Contact Agent
LST100832,Mumbai,Bandra Band Stand,"Band Stand, Bandra Band Stand",2,90000.0,800.0,Carpet Area,5.0,8.0,2.0,Furnished,Bachelors/Family,Contact Agent
LST103741,Mumbai,Waterfield Road,"Benchmark Solus, Waterfield Road",5,423000.0,3183.0,Carpet Area,21.0,22.0,5.0,Furnished,Bachelors/Family,Contact Agent
LST101113,Mumbai,Bhakti Park,Bhakti Park,3,339000.0,1972.0,Super Area,18.0,23.0,3.0,Unfurnished,Bachelors,Contact Agent
LST100537,Mumbai,Mira Road,Mira Road,1,11000.0,650.0,Super Area,18.0,19.0,2.0,Furnished,Bachelors/Family,Contact Owner
LST100738,Mumbai,Kanjurmarg West,"Runwal Forests, Kanjurmarg West",2,38000.0,661.0,Carpet Area,17.0,36.0,2.0,Semi-Furnished,Bachelors/Family,Contact Agent
LST103877,Mumbai,Lokhandwala Twp,"Sapphire Heights, Lokhandwala Twp",3,153000.0,1225.0,Carpet Area,9.0,21.0,3.0,Semi-Furnished,Bachelors/Family,Contact Owner
LST104965,Mumbai,Bhandari Compound,"Sonal Apartment, Bhandari Compound",2,68500.0,660.0,Carpet Area,9.0,22.0,3.0,Unfurnished,Bachelors,Contact Owner
LST102847,Mumbai,Chembur,"Sabari Palm View, Chembur",1,29500.0,516.0,Super Area,3.0,58.0,1.0,Unfurnished,Bachelors,Contact Agent
LST104731,Mumbai,Marine Lines,"Marine Palace, Marine Lines",1,16000.0,219.0,Super Area,3.0,36.0,1.0,Semi-Furnished,Bachelors/Family,Contact Owner
LST101893,Mumbai,Prabhadevi,Prabhadevi,3,81500.0,974.0,Carpet Area,15.0,19.0,3.0,Unfurnished,Bachelors/Family,Contact Owner
LST104415,Mumbai,Andheri East,"Greenfields CHS, Andheri East",2,86000.0,681.0,Super Area,4.0,5.0,2.0,Semi-Furnished,Bachelors,Contact Agent
LST100171,Mumbai,Sunder Nagar,"Dheeraj Kiran CHS Walad West, Sunder Nagar",1,26000.0,400.0,Carpet Area,4.0,7.0,1.0,Unfurnished,Bachelors/Family,Contact Agent
LST102385,Mumbai,Chinmay Gaurang Infrastructure Old Panvel,Chinmay Gaurang Infrastructure Old Panvel,2,33500.0,535.0,Super Area,2.0,7.0,3.0,Unfurnished,Bachelors/Family,Contact Owner
LST103530,Mumbai,Marol,"Akruti Aneri, Marol",1,25000.0,356.0,Carpet Area,15.0,24.0,1.0,Unfurnished,Family,Contact Owner
LST100096,Mumbai,Gokuldham,"Heena Gaurav Jewels, Gokuldham",3,50000.0,1000.0,Carpet Area,9.0,15.0,3.0,Furnished,Bachelors/Family,Contact Agent
LST102964,Mumbai,Borivali East,"Rivali Park, Borivali East",1,53000.0,353.0,Super Area,0.0,3.0,1.0,Furnished,Family,Contact Agent
LST102562,Mumbai,Kalina,Kalina,2,87000.0,887.0,Super Area,6.0,16.0,2.0,Semi-Furnished,Family,Contact Owner
LST101866,Mumbai,Collector Colony,Collector Colony,1,17500.0,269.0,Carpet Area,25.0,28.0,1.0,Furnished,Family,Contact Agent
LST103497,Mumbai,Balkrishna Dadu Karade Chowk,"Celestia Spaces, Balkrishna Dadu Karade Chowk",4,275000.0,2861.0,Super Area,5.0,18.0,4.0,Furnished,Bachelors,Contact Owner
LST104096,Mumbai,Lokhandwala Twp,"spring grove uno, Lokhandwala Twp",3,99000.0,1148.0,Super Area,10.0,21.0,2.0,Semi-Furnished,Family,Contact Agent
LST100726,Mumbai,Virar,Virar,1,8000.0,620.0,Super Area,6.0,8.0,2.0,Semi-Furnished,Bachelors/Family,Contact Owner
LST101877,Mumbai,BMC Colony Malad East,"Raheja Heights, BMC Colony Malad East",2,40000.0,537.0,Super Area,43.0,79.0,2.0,Unfurnished,Family,Contact Agent
LST103387,Mumbai,Borivali East,"Ekta Meadows, Borivali East",1,30000.0,569.0,Super Area,24.0,24.0,1.0,Furnished,Bachelors/Family,Contact Agent
LST100740,Mumbai,GOREGAON WEST,GOREGAON WEST,3,70000.0,1300.0,Carpet Area,6.0,30.0,3.0,Unfurnished,Bachelors,Contact Agent
LST104748,Mumbai,Andheri East,"Kanakia Rainforest, Andheri East",1,28000.0,393.0,Super Area,7.0,14.0,1.0,Unfurnished,Family,Contact Agent
LST101043,Mumbai,Mira Road,"Bhairav Residency, Mira Road",4,795000.0,3365.0,Carpet Area,8.0,36.0,5.0,Furnished,Bachelors/Family,Contact Owner
LST102232,Mumbai,Raheja Vihar,"Adityavardhan Apartment, Raheja Vihar",2,32500.0,629.0,Super Area,12.0,18.0,3.0,Furnished,Bachelors,Contact Agent
LST102738,Mumbai,4 Bunglows,"HDIL Metropolis, 4 Bunglows",1,15000.0,420.0,Super Area,4.0,10.0,2.0,Semi-Furnished,Family,Contact Agent
LST103435,Mumbai,Bandra East,"Rustomjee Seasons, Bandra East",2,33000.0,752.0,Carpet Area,1.0,4.0,1.0,Unfurnished,Family,Contact Owner
LST102676,Mumbai,Lokhandwala Twp,"Sapphire Heights, Lokhandwala Twp",3,125000.0,1087.0,Carpet Area,0.0,6.0,4.0,Semi-Furnished,Bachelors/Family,Contact Agent
LST101550,Mumbai,Prabhadevi,"Aristo Pearl Residency, Prabhadevi",1,4500.0,434.0,Super Area,22.0,52.0,1.0,Unfurnished,Family,Contact Owner
LST101874,Mumbai,Santacruz West,"Ekta Trinity, Santacruz West",2,136500.0,792.0,Carpet Area,10.0,17.0,2.0,Semi-Furnished,Bachelors/Family,Contact Owner
LST103145,Mumbai,Worli,"Raheja Imperia, Worli",3,116000.0,907.0,Super Area,11.0,22.0,3.0,Furnished,Bachelors/Family,Contact Agent
LST103424,Mumbai,Bandra East,"Insignia, Bandra East",2,82000.0,833.0,Super Area,10.0,14.0,3.0,Furnished,Bachelors/Family,Contact Agent
LST100774,Mumbai,Beverly Park,"Salasar Garden, Beverly Park",2,22000.0,550.0,Carpet Area,2.0,7.0,2.0,Furnished,Family,Contact Agent
LST104591,Mumbai,Hiranandani Gardens,"Hiranandani Atlantis, Hiranandani Gardens",2,9000.0,588.0,Super Area,17.0,28.0,1.0,Furnished,Family,Contact Owner
LST104438,Mumbai,Prabhadevi,"Ivory Tower, Prabhadevi",2,50000.0,901.0,Super Area,23.0,26.0,3.0,Unfurnished,Bachelors/Family,Contact Agent
LST101139,Mumbai,Chakala Cigarette Factory,Chakala Cigarette Factory,3,99000.0,1385.0,Carpet Area,5.0,10.0,2.0,Semi-Furnished,Bachelors/Family,Contact Agent
LST102582,Mumbai,Collector Colony,Collector Colony,2,60000.0,753.0,Carpet Area,18.0,22.0,2.0,Furnished,Bachelors,Contact Agent
LST103934,Mumbai,Juhu,Juhu,2,23000.0,604.0,Super Area,11.0,18.0,2.0,Furnished,Bachelors,Contact Agent
LST103865,Mumbai,Chembur,"Altavista, Chembur",3,112500.0,1360.0,Carpet Area,-1.0,21.0,4.0,Furnished,Family,Contact Agent
LST101274,Mumbai,Bandra Kurla Complex,"Insignia, Bandra Kurla Complex",2,26500.0,682.0,Carpet Area,7.0,12.0,2.0,Semi-Furnished,Bachelors,Contact Owner
LST100504,Mumbai,Khar West,"Ganpat Niketan Apartment, Khar West",2,65000.0,750.0,Built Up Area,2.0,3.0,2.0,Furnished,Bachelors/Family,Contact Agent
LST101923,Mumbai,Kandivali East,"Aspire, Thakur Village, Kandivali East",1,38500.0,456.0,Super Area,39.0,39.0,1.0,Furnished,Bachelors/Family,Contact Owner
LST100649,Mumbai,Chembur East,"Sufalam CHS, Chembur East",2,50000.0,770.0,Carpet Area,4.0,14.0,2.0,Unfurnished,Bachelors/Family,Contact Agent
LST102611,Mumbai,Pali Hill,"Pali Hill Apartment, Pali Hill",5,380500.0,3142.0,Super Area,32.0,59.0,4.0,Semi-Furnished,Family,Contact Agent
LST103720,Mumbai,Gokuldham,"Sky Villa, Gokuldham",2,91500.0,753.0,Super Area,28.0,30.0,1.0,Semi-Furnished,Bachelors,Contact Agent
LST100093,Mumbai,Bhakti Park,"Lodha New Cuffe Parade, Bhakti Park",3,110000.0,1500.0,Carpet Area,17.0,42.0,4.0,Unfurnished,Bachelors/Family,Contact Agent
LST103719,Mumbai,Vikhroli West,"Raj Legacy, Vikhroli West",4,267000.0,1995.0,Super Area,11.0,28.0,4.0,Furnished,Family,Contact Agent
LST103932,Mumbai,Kalina,"Kabra Centroid, Kalina",2,37500.0,959.0,Super Area,3.0,7.0,2.0,Furnished,Bachelors/Family,Contact Agent
LST100598,Mumbai,Mahalakshmi,"Lodha Bellissimo, Mahalakshmi",4,300000.0,2650.0,Carpet Area,14.0,48.0,3.0,Semi-Furnished,Bachelors/Family,Contact Agent
LST102780,Mumbai,Chandivali,"Nahar Jonquille and Jamaica, Chandivali",1,39500.0,473.0,Super Area,6.0,15.0,1.0,Furnished,Bachelors,Contact Owner
LST101041,Mumbai,Andheri East,"Hillcrest, Andheri East",4,230000.0,1596.0,Super Area,8.0,27.0,5.0,Furnished,Bachelors,Contact Owner
LST103515,Mumbai,Andheri West,"Flora Heights, Andheri West",3,95000.0,1252.0,Carpet Area,7.0,16.0,3.0,Unfurnished,Family,Contact Agent
LST102165,Mumbai,Goregaon East,"Lodha Fiorenza, Goregaon East",1,22000.0,385.0,Super Area,30.0,44.0,2.0,Unfurnished,Family,Contact Agent
LST104962,Mumbai,Chembur,"Godrej Prime, Chembur",4,172500.0,1814.0,Carpet Area,15.0,58.0,4.0,Furnished,Bachelors,Contact Agent
LST102344,Mumbai,Lower Parel,"India Bulls Sky Forest, Lower Parel",4,1033000.0,4381.0,Super Area,1.0,6.0,4.0,Furnished,Family,Contact Agent
LST102918,Mumbai,Bhandup Village,Bhandup Village,3,117000.0,1677.0,Super Area,27.0,58.0,3.0,Semi-Furnished,Bachelors/Family,Contact Agent
LST100104,Mumbai,Sher E Punjab Society,Sher E Punjab Society,2,40000.0,700.0,Carpet Area,2.0,6.0,2.0,Semi-Furnished,Bachelors/Family,Contact Agent
LST102033,Mumbai,Turner Road,"L Nagpal Ruby, Turner Road",3,80500.0,1177.0,Carpet Area,14.0,18.0,2.0,Furnished,Bachelors,Contact Agent
LST103983,Mumbai,Byculla West,Byculla West,1,39500.0,580.0,Carpet Area,15.0,20.0,2.0,Semi-Furnished,Bachelors/Family,Contact Owner
LST101770,Mumbai,in Mira Road,in Mira Road,1,53500.0,498.0,Carpet Area,35.0,68.0,1.0,Semi-Furnished,Family,Contact Agent
LST100094,Mumbai,Chembur East,Chembur East,3,84500.0,1150.0,Carpet Area,10.0,12.0,3.0,Unfurnished,Family,Contact Agent
LST900038,Mumbai,Bhandup West,"Mahindra Splendour, Bhandup West",1,40000.0,375.0,Super Area,14.0,48.0,1.0,Unfurnished,Family,Contact Owner
LST101869,Mumbai,Parel,"Crescent Bay Callisto, Parel",2,36000.0,601.0,Super Area,7.0,16.0,1.0,Semi-Furnished,Bachelors/Family,Contact Agent
LST900030,Mumbai,Yari Road,Yari Road,2,107500.0,946.0,Carpet Area,10.0,15.0,3.0,Semi-Furnished,Bachelors,Contact Owner
LST100693,Mumbai,Andheri East,"Kanakia Rainforest, Andheri East",1,40000.0,415.0,Carpet Area,15.0,22.0,2.0,Semi-Furnished,Bachelors/Family,Contact Agent
LST100920,Mumbai,Chembur,"Madhugiri Society, Chembur",1,22000.0,500.0,Super Area,3.0,4.0,1.0,Unfurnished,Bachelors/Family,Contact Owner
LST102983,Mumbai,Malad West,Malad West,4,345000.0,2214.0,Super Area,13.0,18.0,3.0,Unfurnished,Bachelors/Family,Contact Owner
LST101109,Mumbai,Bandra West,"Siddhivinayak, Bandra West",2,87500.0,838.0,Super Area,36.0,81.0,2.0,Furnished,Bachelors/Family,Contact Owner
LST104977,Mumbai,Bandra West,Bandra West,1,27500.0,559.0,Super Area,6.0,23.0,1.0,Semi-Furnished,Family,Contact Agent
LST103921,Mumbai,Evershine Nagar,Evershine Nagar,1,25500.0,423.0,Super Area,2.0,8.0,1.0,Semi-Furnished,Bachelors,Contact Owner
LST103847,Mumbai,Agarkar Chowk,"Oberoi Splendor, Agarkar Chowk",5,559000.0,3504.0,Carpet Area,3.0,28.0,4.0,Furnished,Bachelors/Family,Contact Agent
LST104410,Mumbai,Sakinaka Junction,"Crescent Solitaire, Sakinaka Junction",4,325500.0,2662.0,Carpet Area,10.0,19.0,4.0,Semi-Furnished,Bachelors,Contact Agent
LST103513,Mumbai,Malabar Hill,Malabar Hill,3,53000.0,717.0,Carpet Area,15.0,20.0,3.0,Semi-Furnished,Bachelors,Contact Owner
LST100664,Mumbai,Mindspace,"Rustomjee Elanza, Mindspace",2,76000.0,736.0,Carpet Area,16.0,36.0,2.0,Unfurnished,Family,Contact Agent
LST101789,Mumbai,90 ft road,90 ft road,4,766500.0,3077.0,Carpet Area,36.0,45.0,4.0,Furnished,Bachelors/Family,Contact Owner
LST103190,Mumbai,Wadala,"Lodha NCP Commercial , Wadala",2,54000.0,731.0,Carpet Area,9.0,21.0,2.0,Furnished,Family,Contact Agent
LST100890,Mumbai,JL Tambe Nagar,JL Tambe Nagar,1,18500.0,300.0,Carpet Area,3.0,4.0,1.0,Unfurnished,Bachelors,Contact Owner
LST103391,Mumbai,Film City,Film City,2,50500.0,566.0,Super Area,9.0,55.0,3.0,Semi-Furnished,Family,Contact Agent
LST104723,Mumbai,in Matunga West,in Matunga West,2,30500.0,753.0,Carpet Area,11.0,16.0,1.0,Semi-Furnished,Family,Contact Agent
LST102873,Mumbai,Central Avenue Road,"Tridhaatu Bhaveshwar Vilas, Central Avenue Road",2,66500.0,863.0,Carpet Area,-1.0,16.0,3.0,Furnished,Family,Contact Owner
LST103792,Mumbai,Ghatkopar West,"Promenade At The Address, Ghatkopar West",3,55500.0,1288.0,Carpet Area,15.0,24.0,3.0,Semi-Furnished,Bachelors,Contact Owner
LST104711,Mumbai,Borivali East,"Raj Hill, Borivali East",1,45500.0,527.0,Carpet Area,16.0,27.0,1.0,Semi-Furnished,Bachelors/Family,Contact Agent
LST102441,Mumbai,Andheri West,"Runwal Elegante, Andheri West",4,278000.0,2641.0,Super Area,32.0,41.0,3.0,Semi-Furnished,Bachelors,Contact Owner
LST103775,Mumbai,Borivali East,"Ambrosia Apartment, Borivali East",1,40000.0,644.0,Super Area,-2.0,18.0,2.0,Semi-Furnished,Bachelors/Family,Contact Agent
LST102299,Mumbai,Bandra West,"Smoky Hill Apartment, Bandra West",1,14500.0,305.0,Carpet Area,3.0,62.0,2.0,Furnished,Bachelors/Family,Contact Agent
LST101255,Mumbai,Poonam Gardens,"Swayam Apartment, Poonam Gardens",2,46000.0,1135.0,Super Area,8.0,45.0,1.0,Semi-Furnished,Bachelors/Family,Contact Agent
LST900022,Mumbai,Seven Bungalows,"Milap CHS, Seven Bungalows",1,16500.0,232.0,Super Area,3.0,9.0,1.0,Semi-Furnished,Bachelors/Family,Contact Agent
LST101643,Mumbai,Goregaon East,"Romell Aether, Goregaon East",3,126000.0,1312.0,Carpet Area,-1.0,10.0,4.0,Unfurnished,Bachelors/Family,Contact Agent
LST100332,Mumbai,Goregaon East,"Yashodham Complex, Goregaon East",2,39000.0,630.0,Carpet Area,6.0,7.0,2.0,Unfurnished,Family,Contact Agent
LST100678,Mumbai,Bandra West,Bandra West,3,300000.0,1800.0,Carpet Area,11.0,11.0,4.0,Furnished,Bachelors/Family,Contact Agent
LST103905,Mumbai,Mira Road,"Bhairav Residency, Mira Road",2,49500.0,701.0,Carpet Area,43.0,79.0,1.0,Furnished,Family,Contact Owner
LST104829,Mumbai,Vikhroli West,"Raj Legacy, Vikhroli West",2,32500.0,726.0,Super Area,13.0,15.0,1.0,Semi-Furnished,Bachelors/Family,Contact Owner
LST103019,Mumbai,Powai,"Lake Superior, Powai",3,51000.0,1412.0,Built Up Area,28.0,39.0,3.0,Semi-Furnished,Family,Contact Owner
LST103981,Mumbai,Oshiwara,Oshiwara,1,15000.0,233.0,Carpet Area,3.0,5.0,1.0,Semi-Furnished,Family,Contact Agent
LST103402,Mumbai,Gokuldham,"Valentine Apartments, Gokuldham",1,11500.0,300.0,Carpet Area,14.0,25.0,2.0,Furnished,Bachelors/Family,Contact Owner
LST101525,Mumbai,Bhandup West,"Samarth Srishti, Bhandup West",1,40000.0,286.0,Super Area,24.0,60.0,1.0,Furnished,Bachelors/Family,Contact Owner
LST103250,Mumbai,Parel,"Lodha Venezia, Parel",2,94500.0,895.0,Carpet Area,1.0,5.0,1.0,Semi-Furnished,Family,Contact Owner
LST101926,Mumbai,Link Road,"Orchid Residency, Link Road",2,38000.0,696.0,Carpet Area,3.0,13.0,2.0,Furnished,Bachelors,Contact Agent
LST102673,Mumbai,Kurla West,Kurla West,2,55500.0,856.0,Carpet Area,3.0,9.0,1.0,Unfurnished,Bachelors/Family,Contact Owner
LST101930,Mumbai,Mulund West,"Wadhwa Atmoshphere, Mulund West",4,224500.0,2140.0,Super Area,9.0,40.0,3.0,Furnished,Bachelors,Contact Owner
LST101901,Mumbai,Unknown,,2,53500.0,810.0,Carpet Area,9.0,37.0,2.0,Semi-Furnished,Bachelors/Family,Contact Owner
LST101792,Mumbai,Andheri West,"MidCity Shikhar, Andheri West",3,113000.0,1336.0,Super Area,18.0,30.0,3.0,Unfurnished,Bachelors/Family,Contact Owner
LST102940,Mumbai,Hiranandani Gardens,"Raj Grandeur, Hiranandani Gardens",2,44500.0,636.0,Super Area,20.0,32.0,3.0,Furnished,Bachelors/Family,Contact Agent
LST104700,Mumbai,Goregaon East,"Shiv Dham Apartment, Goregaon East",2,139500.0,918.0,Super Area,8.0,20.0,3.0,Furnished,Bachelors/Family,Contact Owner
LST100157,Mumbai,Borivali East,"Ekta Meadows, Borivali East",1,30000.0,415.0,Carpet Area,5.0,8.0,2.0,Unfurnished,Bachelors,Contact Agent
LST100614,Mumbai,Worli,"Sanghvi Evana, Worli",1,40000.0,475.0,Carpet Area,18.0,23.0,1.0,Unfurnished,Bachelors,Contact Agent
LST102435,Mumbai,Balkrishna Dadu Karade Chowk,"Celestia Spaces, Balkrishna Dadu Karade Chowk",4,165000.0,1657.0,Super Area,3.0,8.0,4.0,Unfurnished,Family,Contact Agent
LST100044,Mumbai,Central Area,Central Area,1,32000.0,470.0,Carpet Area,6.0,7.0,2.0,Semi-Furnished,Family,Contact Agent
LST100162,Mumbai,Borivali West,Borivali West,1,27000.0,550.0,Carpet Area,4.0,7.0,2.0,Furnished,Family,Contact Owner
LST102085,Mumbai,Bandra West,"Hill Road, Bandra West",4,130000.0,1820.0,Super Area,3.0,10.0,5.0,Semi-Furnished,Family,Contact Agent
LST101044,Mumbai,chembur east,"alpine apartments, chembur east",3,144500.0,1363.0,Super Area,0.0,21.0,3.0,Unfurnished,Family,Contact Owner
LST100752,Mumbai,Kandivali East,"Alpine, Kandivali East",3,65000.0,1050.0,Carpet Area,3.0,62.0,3.0,Unfurnished,Bachelors,Contact Agent
LST101842,Mumbai,Dhanukar Wadi,Dhanukar Wadi,4,421000.0,2569.0,Super Area,20.0,27.0,5.0,Semi-Furnished,Bachelors/Family,Contact Agent
LST104549,Mumbai,Nalasopara West,Nalasopara West,1,24500.0,387.0,Carpet Area,7.0,19.0,1.0,Unfurnished,Bachelors,Contact Agent
LST104492,Mumbai,Powai,"Lake Florence, Powai",1,82500.0,586.0,Carpet Area,15.0,28.0,1.0,Furnished,Bachelors,Contact Owner
LST102799,Mumbai,Kemps Corner,"The Primordial House, Kemps Corner",5,331500.0,2173.0,Carpet Area,13.0,18.0,4.0,Unfurnished,Bachelors/Family,Contact Owner
LST100786,Mumbai,Kandivali East,"Alpine Shapoorji Pallonji, Thakur Village, Kandivali East",3,80000.0,1100.0,Carpet Area,48.0,54.0,3.0,Unfurnished,Family,Contact Agent
LST103820,Mumbai,Bhandup West,"Samarth Garden, Bhandup West",1,20000.0,437.0,Carpet Area,11.0,19.0,1.0,Semi-Furnished,Bachelors,Contact Owner
LST103740,Mumbai,Mulund East,"Sai Aasha Daya, Mulund East",2,38500.0,511.0,Super Area,30.0,37.0,1.0,Unfurnished,Bachelors/Family,Contact Agent
LST101246,Mumbai,Lokhandwala Twp,"Sapphire Heights, Lokhandwala Twp",1,8500.0,450.0,Carpet Area,2.0,8.0,1.0,Semi-Furnished,Bachelors/Family,Contact Owner
LST100009,Mumbai,Bhakti Park,"Ajmera Bhakti Park, Bhakti Park",4,130000.0,1650.0,Carpet Area,13.0,18.0,4.0,Semi-Furnished,Bachelors/Family,Contact Agent
LST101229,Mumbai,Jankalyan Nagar,"Ratan Silicon Park, Jankalyan Nagar",1,28500.0,654.0,Super Area,2.0,9.0,2.0,Semi-Furnished,Bachelors,Contact Owner
LST102716,Mumbai,Powai,"Hiranandani Castle Rock, Powai",1,9000.0,340.0,Carpet Area,13.0,19.0,1.0,Semi-Furnished,Bachelors/Family,Contact Owner
LST102261,Mumbai,Worli,"Omkar 1973, Worli",2,119500.0,831.0,Super Area,12.0,21.0,2.0,Unfurnished,Family,Contact Agent
LST100078,Mumbai,Malad East,"Kanakia Levels, Malad East",3,70000.0,1150.0,Carpet Area,7.0,41.0,3.0,Unfurnished,Bachelors/Family,Contact Agent
LST103695,Mumbai,Dadar East,"Bombay Dyeing Two ICC, Dadar East",2,23000.0,709.0,Super Area,19.0,85.0,2.0,Furnished,Family,Contact Owner
LST103213,Mumbai,LBS Marg,"Nirmal Lifestyle, LBS Marg",3,156000.0,955.0,Super Area,4.0,14.0,2.0,Semi-Furnished,Bachelors,Contact Agent
LST101067,Mumbai,Kandivali East,"Thakur Jewel, Thakur Village, Kandivali East",1,32500.0,388.0,Super Area,16.0,21.0,1.0,Unfurnished,Bachelors/Family,Contact Agent
LST102269,Mumbai,Chembur East,"Sabari Ashville, Chembur East",4,204000.0,1970.0,Carpet Area,15.0,37.0,5.0,Semi-Furnished,Bachelors/Family,Contact Owner
LST103020,Mumbai,Wadala East,"Lodha New Cuffe Parade, Wadala East",2,41000.0,608.0,Super Area,4.0,15.0,2.0,Unfurnished,Bachelors,Contact Owner
LST104337,Mumbai,Mira Road East,"Man Opus, Mira Road East",2,22000.0,507.0,Super Area,40.0,52.0,2.0,Unfurnished,Bachelors,Contact Agent
LST103385,Mumbai,in Mahim West,in Mahim West,1,72500.0,344.0,Carpet Area,16.0,25.0,1.0,Semi-Furnished,Bachelors/Family,Contact Agent
LST103225,Mumbai,Ketki Pada,Ketki Pada,2,37500.0,705.0,Super Area,2.0,13.0,2.0,Furnished,Bachelors,Contact Owner
LST100653,Mumbai,Andheri West,Andheri West,2,65000.0,800.0,Carpet Area,10.0,14.0,2.0,Unfurnished,Family,Contact Agent
LST103273,Mumbai,Sakinaka Junction,"Crescent Solitaire, Sakinaka Junction",3,173500.0,1169.0,Carpet Area,6.0,13.0,3.0,Furnished,Bachelors/Family,Contact Agent
LST100974,Mumbai,Kandivali East,"Challenger Tower, Thakur Village, Kandivali East",3,249500.0,1450.0,Carpet Area,14.0,35.0,3.0,Semi-Furnished,Bachelors/Family,Contact Agent
LST101013,Mumbai,Best Nagar Goregaon West,Best Nagar Goregaon West,3,71000.0,1603.0,Super Area,0.0,7.0,3.0,Semi-Furnished,Bachelors/Family,Contact Owner
LST102524,Mumbai,Worli,"Lady Ratan Tower, Worli",2,58000.0,839.0,Carpet Area,4.0,11.0,2.0,Semi-Furnished,Family,Contact Owner
LST101955,Mumbai,mahajan wadi,mahajan wadi,2,60500.0,752.0,Super Area,11.0,28.0,2.0,Semi-Furnished,Bachelors,Contact Owner
LST103379,Mumbai,Chembur,"MJ Shah Centrio, Chembur",2,37000.0,607.0,Carpet Area,12.0,19.0,3.0,Semi-Furnished,Family,Contact Owner
LST103821,Mumbai,Lal Baug,Lal Baug,3,85000.0,1016.0,Carpet Area,-1.0,22.0,3.0,Unfurnished,Family,Contact Owner
LST104838,Mumbai,Dadar East,Dadar East,1,61000.0,450.0,Carpet Area,27.0,58.0,1.0,Semi-Furnished,Family,Contact Owner
LST102040,Mumbai,Akurli Nagar,"Kalpataru Towers, Akurli Nagar",1,12000.0,752.0,Carpet Area,13.0,13.0,1.0,Semi-Furnished,Bachelors,Contact Owner
LST103754,Mumbai,Malad East,"Raheja Heights, Malad East",4,263000.0,2235.0,Carpet Area,23.0,25.0,5.0,Semi-Furnished,Family,Contact Owner
LST102846,Mumbai,in Andheri West,in Andheri West,3,85500.0,941.0,Carpet Area,19.0,20.0,3.0,Semi-Furnished,Bachelors/Family,Contact Agent
LST102442,Mumbai,Kurar Village,"Omkar Alta Monte, Kurar Village",2,67500.0,852.0,Super Area,11.0,16.0,3.0,Semi-Furnished,Bachelors/Family,Contact Owner
