locality_name,city,zone,metro_status,nearest_metro_station,tech_park_proximity,nearest_tech_park,tech_park_km_approx,nearest_metro_line,nearest_metro_km,metro_access_sample,metro_access_verified,metro_flag_agrees,nearest_metro_station_today,nearest_metro_km_today,tech_park_band,it_park_count_5km,nearest_rail_station,rail_station_km,airport_km,school_count_2km,hospital_count_2km,retail_count_2km,latitude,longitude,distance_to_cbd_km,geo_district,geo_state,n_listings_2022,first_posted_on,last_posted_on,geocode_confidence,geocode_match_name,geocode_feature_type,geocode_query,reference_year,metro_status_asof
Manigunda,Hyderabad,west,none,Raidurg,yes,Raheja Mindspace Cyberabad,3.74,blue,4.28,no,no,True,Raidurg,4.28,3-6km,66,Borabanda,6.99,17.63,10,12,17,17.4037073,78.3766148,11.86,,Telangana,1,2022-07-05,2022-07-05,high,Manikonda,place/suburb,Manigunda,2022,2022-04-13
"Manikonda, Hyderabad",Hyderabad,west,none,Raidurg,yes,Raheja Mindspace Cyberabad,3.74,blue,4.28,no,no,True,Raidurg,4.28,3-6km,66,Borabanda,6.99,17.63,10,12,17,17.4037073,78.3766148,11.86,,Telangana,1,2022-05-15,2022-05-15,high,Manikonda,place/suburb,Manikonda,2022,2022-04-13
"Manikonda, Outer Ring Road",Hyderabad,west,none,Raidurg,yes,Raheja Mindspace Cyberabad,3.74,blue,4.28,no,no,True,Raidurg,4.28,3-6km,66,Borabanda,6.99,17.63,10,12,17,17.4037073,78.3766148,11.86,,Telangana,14,2022-05-03,2022-07-09,high,Manikonda,place/suburb,Manikonda,2022,2022-04-13
Manneguda,Hyderabad,east,none,L. B. Nagar Metro Station,no,Uppal IT Park,25.73,red,22.65,no,no,True,L. B. Nagar Metro Station,22.65,6km+,0,Ghatkesar,25.72,30.15,0,0,0,17.2243329,78.7159252,30.19,,Telangana,1,2022-05-29,2022-05-29,high,Manne Guda,place/village,Manneguda,2022,2022-04-13
Masab Tank,Hyderabad,south,operational,Khairatabad,yes,Jubilee Hills Road No 36 Commercial,5.3,red,1.43,yes,yes,True,Khairatabad,1.43,3-6km,7,Lakdi-ka-pul,1.36,17.27,64,76,22,17.4029622,78.450754,4.31,Ward 74 Ahmed Nagar,Telangana,4,2022-05-18,2022-07-06,high,Masab Tank,place/suburb,Masab Tank,2022,2022-04-13
Medipally,Hyderabad,east,none,Uppal,yes,Nacharam Industrial Area,3.07,blue,4.09,no,no,True,Uppal,4.09,3-6km,0,Charlapalli,4.49,26.34,13,12,10,17.4206569,78.5920428,11.86,,Telangana,2,2022-06-10,2022-06-22,medium,Medipally mandal,boundary/administrative,Medipally,2022,2022-04-13
Meerpet,Hyderabad,east,none,Habsiguda,yes,Nacharam Industrial Area,2.41,blue,5.05,no,no,True,Habsiguda,5.05,0-3km,1,Moula Ali,2.7,27.85,8,13,3,17.4546432,78.5715499,11.87,,Telangana,5,2022-05-12,2022-06-18,medium,Ward 4 Meerpet H.B Colony,boundary/administrative,Meerpet,2022,2022-04-13
Mehdipatnam,Hyderabad,west,none,Khairatabad,yes,Jubilee Hills Road No 36 Commercial,4.8,red,3.41,no,no,True,Khairatabad,3.41,3-6km,7,Lakdi-ka-pul,3.28,16.06,46,45,15,17.3942627,78.4342514,5.66,Ward 70 Mehdipatnam,Telangana,8,2022-05-12,2022-07-02,high,Mehdipatnam,place/suburb,Mehdipatnam,2022,2022-04-13
Mithila Nagar-Banjara Hills,Hyderabad,west,operational,Road No 5 Jubilee Hills,yes,Jubilee Hills Road No 36 Commercial,3.06,blue,1.88,yes,yes,True,Road No 5 Jubilee Hills,1.88,3-6km,21,Khairatabad,2.73,18.73,31,67,16,17.4182104,78.4358973,6.53,Ward 92 Venkateshwara Colony,Telangana,1,2022-05-20,2022-05-20,low,Mithila Nagar Road,highway/residential,Mithila Nagar-Banjara Hills,2022,2022-04-13
"Miyapur, NH 9",Hyderabad,north,operational,miyapur metro,yes,HITEC City Madhapur,5.89,red,1.71,yes,yes,True,miyapur metro,1.71,3-6km,14,Hafeezpet,1.87,28.33,21,20,16,17.4981608,78.3567628,18.66,Ward 108 Miyapur,Telangana,22,2022-04-30,2022-07-10,high,Miyapur,place/suburb,Miyapur,2022,2022-04-13
"MLA Colony, Banjara Hills",Hyderabad,west,operational,Panjagutta,yes,Jubilee Hills Road No 36 Commercial,3.46,red,1.7,yes,yes,True,Panjagutta,1.7,3-6km,11,Khairatabad,2.31,18.72,32,80,22,17.4177464,78.4399014,6.16,Ward 92 Venkateshwara Colony,Telangana,1,2022-06-27,2022-06-27,high,Banjara Hills,place/suburb,MLA Colony Banjara Hills,2022,2022-04-13
"Model Town Colony, Nawab Saheb Kunta",Hyderabad,south,none,Osmania Medical College,no,Jubilee Hills Road No 36 Commercial,11.31,red,5.34,no,no,True,Osmania Medical College,5.34,6km+,0,Falaknuma,2.01,10.73,7,16,0,17.3397918,78.4578365,5.89,Ward 54 Jahanuma,Telangana,1,2022-06-14,2022-06-14,high,Nawab Saheb Kunta,place/suburb,Nawab Saheb Kunta,2022,2022-04-13
"Modi Paradise, Hayathnagar, Hyderabad",Hyderabad,east,none,L. B. Nagar Metro Station,no,Uppal IT Park,9.46,red,6.48,no,no,True,L. B. Nagar Metro Station,6.48,6km+,0,Yakutpura,12.44,21.23,7,6,5,17.3281147,78.6045399,14.02,,Telangana,1,2022-07-02,2022-07-02,high,Hayathnagar,place/suburb,Hayathnagar,2022,2022-04-13
Mokila,Hyderabad,west,none,Synchrony @ Raidurg,no,Financial District Nanakramguda,16.08,blue,20.13,no,no,True,Synchrony @ Raidurg,20.13,6km+,0,Nagalapalli,5.84,31.38,0,0,0,17.4263216,78.1880987,32.01,,Telangana,1,2022-06-20,2022-06-20,high,Mokila,place/village,Mokila,2022,2022-04-13
"Moosarambagh, NH 9",Hyderabad,east,operational,Moosarambagh,yes,Uppal IT Park,5.73,red,0.57,yes,yes,True,Moosarambagh,0.57,3-6km,3,Malakpet,2.27,17.17,61,60,22,17.3743532,78.5160835,3.34,Ward 25 Moosarambagh,Telangana,1,2022-06-28,2022-06-28,high,Moosarambagh,place/suburb,Moosarambagh,2022,2022-04-13
Moti Nagar,Hyderabad,north,operational,Erragadda,yes,Jubilee Hills Road No 36 Commercial,2.56,red,1.39,yes,yes,True,Erragadda,1.39,0-3km,72,Bharath Nagar,1.56,22.27,38,51,18,17.4508069,78.422242,10.02,Ward 101 Erragadda,Telangana,2,2022-05-12,2022-06-25,high,Moti Nagar,place/neighbourhood,Moti Nagar,2022,2022-04-13
Moula Ali,Hyderabad,east,none,Tarnaka,yes,Nacharam Industrial Area,3.29,blue,4.8,no,no,True,Tarnaka,4.8,3-6km,1,Moula Ali,2.43,27.66,8,27,10,17.46171,78.5571396,11.34,Ward 138 Moula Ali,Telangana,4,2022-05-12,2022-07-06,high,Moula Ali,place/suburb,Moula Ali,2022,2022-04-13
"Murad Nagar, Lal Darwaza, Falaknuma Road",Hyderabad,south,none,Mahatma Gandhi Bus Station (Red Line),no,Uppal IT Park,10.87,red,3.65,no,no,True,Mahatma Gandhi Bus Station (Red Line),3.65,6km+,1,Shah Ali Banda Metro Station,0.67,12.44,10,30,1,17.3486115,78.475765,4.21,,Telangana,1,2022-06-10,2022-06-10,high,Murad Nagar,place/neighbourhood,Murad Nagar,2022,2022-04-13
Musheerabad,Hyderabad,east,operational,Musheerabad,no,Uppal IT Park,6.9,green,0.17,yes,yes,True,Musheerabad,0.17,6km+,4,Secunderabad Junction,1.68,20.55,52,58,18,17.4191423,78.4985732,4.0,Ward 88 Bholakpur,Telangana,3,2022-05-30,2022-06-22,high,Musheerabad,place/neighbourhood,Musheerabad,2022,2022-04-13
"Mythri Nagar, Hafeezpet, NH 9",Hyderabad,east,none,L. B. Nagar Metro Station,no,Uppal IT Park,10.81,red,7.17,no,no,True,L. B. Nagar Metro Station,7.17,6km+,0,Yakutpura,12.95,20.49,7,4,4,17.3144046,78.604374,14.75,Ward 13 Hayath Nagar,Telangana,1,2022-04-29,2022-04-29,high,Mythri Vihar,place/neighbourhood,Mythri Nagar,2022,2022-04-13
Nacharam,Hyderabad,east,operational,Habsiguda,yes,Nacharam Industrial Area,1.55,blue,1.6,yes,yes,True,Habsiguda,1.6,0-3km,2,Moula Ali,1.38,24.33,23,25,8,17.4284936,78.5528098,8.52,Ward 6 Nacharam,Telangana,2,2022-07-05,2022-07-06,high,Nacharam,place/suburb,Nacharam,2022,2022-04-13
Nadeem Colony,Hyderabad,unknown,unknown,unknown,unknown,unknown,,unknown,,unknown,unknown,,unknown,,unknown,,unknown,,,,,,,,,,,1,2022-06-02,2022-06-02,none,,,,2022,2022-04-13
Nagaram,Hyderabad,east,none,Habsiguda,no,Infosys Pocharam SEZ,6.03,blue,10.05,no,no,True,Habsiguda,10.05,6km+,1,Charlapalli,3.44,32.84,3,10,8,17.4891828,78.6017275,16.83,Dammaiguda,Telangana,3,2022-05-20,2022-07-06,high,Nagaram,place/suburb,Nagaram,2022,2022-04-13
Nagole,Hyderabad,east,operational,Nagole,yes,Uppal IT Park,2.78,blue,1.48,yes,yes,True,Nagole,1.48,0-3km,2,Jamai Osmania,5.85,20.56,5,13,11,17.3775306,78.5601231,7.84,Ward 11 Nagole,Telangana,6,2022-04-30,2022-07-09,high,Nagole,place/suburb,Nagole,2022,2022-04-13
Nalagandla,Hyderabad,west,none,miyapur metro,yes,Gachibowli IT Corridor,5.74,red,7.38,no,no,True,miyapur metro,7.38,3-6km,2,Lingampalli,1.39,27.96,27,7,7,17.4774828,78.3060359,21.75,,Telangana,1,2022-05-06,2022-05-06,high,Nallagandla,place/neighbourhood,Nalagandla,2022,2022-04-13
"Nallagandla, Serilingampally",Hyderabad,west,none,miyapur metro,yes,Gachibowli IT Corridor,5.74,red,7.38,no,no,True,miyapur metro,7.38,3-6km,2,Lingampalli,1.39,27.96,27,7,7,17.4774828,78.3060359,21.75,,Telangana,11,2022-05-06,2022-07-10,high,Nallagandla,place/neighbourhood,Nallagandla,2022,2022-04-13
Namalagundu,Hyderabad,east,operational,Mettuguda,yes,Nacharam Industrial Area,5.64,blue,0.99,yes,yes,True,Mettuguda,0.99,3-6km,3,Sitaphalmandi,0.79,22.2,46,46,11,17.4288453,78.5134584,5.64,Malkajgiri,Telangana,1,2022-06-28,2022-06-28,high,Namala Gundu,place/neighbourhood,Namalagundu,2022,2022-04-13
Nanakaramguda,Hyderabad,west,none,Synchrony @ Raidurg,yes,Wipro Gopanpally,0.5,blue,4.74,no,no,True,Synchrony @ Raidurg,4.74,0-3km,40,Lingampalli,7.15,20.91,7,2,5,17.4217796,78.3379784,16.3,Gowlidoddi,Telangana,2,2022-07-06,2022-07-08,high,Nanakramguda,place/neighbourhood,Nanakaramguda,2022,2022-04-13
Nanakram Guda,Hyderabad,west,none,Raidurg,yes,Raheja Mindspace Cyberabad,2.54,blue,2.71,no,no,True,Raidurg,2.71,0-3km,103,HITEC City,5.9,19.53,10,7,10,17.4192733,78.3685249,13.11,Khajaguda,Telangana,2,2022-06-10,2022-06-21,low,Khaja guda,amenity/childcare,Nanakram Guda,2022,2022-04-13
Narayanaguda,Hyderabad,east,operational,Narayanaguda,no,Uppal IT Park,7.62,green,0.0,yes,yes,True,Narayanaguda,0.0,6km+,3,Kacheguda,1.13,17.66,63,98,28,17.3943658,78.4899578,1.1,,Telangana,1,2022-05-29,2022-05-29,medium,Narayanaguda,railway/station,Narayanaguda,2022,2022-04-13
Narayanguda,Hyderabad,east,operational,Narayanaguda,no,Uppal IT Park,7.74,green,0.44,yes,yes,True,Narayanaguda,0.44,6km+,3,Kacheguda,1.5,17.98,60,103,30,17.3981159,78.4885006,1.47,,Telangana,2,2022-04-30,2022-05-23,high,Narayanguda,place/suburb,Narayanguda,2022,2022-04-13
"Narsingi, Outer Ring Road",Hyderabad,west,none,Raidurg,yes,Kokapet SEZ,2.5,blue,5.92,no,no,True,Raidurg,5.92,0-3km,27,Borabanda,9.07,16.9,5,6,4,17.3915187,78.3598924,13.48,Manchirevula,Telangana,7,2022-04-30,2022-07-06,high,Narsingi,place/suburb,Narsingi,2022,2022-04-13
"Naseeb Nagar, Hyderabad",Hyderabad,south,none,New Market,no,Uppal IT Park,11.07,red,4.71,no,no,True,New Market,4.71,6km+,1,Huppuguda,0.76,11.66,10,14,1,17.3349459,78.4845848,5.57,Ward 44 Uppuguda,Telangana,1,2022-06-14,2022-06-14,high,Naseeb Nagar,place/neighbourhood,Naseeb Nagar Hyderabad,2022,2022-04-13
Nawab Saheb Kunta,Hyderabad,south,none,Osmania Medical College,no,Jubilee Hills Road No 36 Commercial,11.31,red,5.34,no,no,True,Osmania Medical College,5.34,6km+,0,Falaknuma,2.01,10.73,7,16,0,17.3397918,78.4578365,5.89,Ward 54 Jahanuma,Telangana,1,2022-05-06,2022-05-06,high,Nawab Saheb Kunta,place/suburb,Nawab Saheb Kunta,2022,2022-04-13
"Neknampur, Manikonda, Outer Ring Road",Hyderabad,west,none,Peddamma Gudi,yes,Kokapet SEZ,4.03,blue,5.6,no,no,True,Peddamma Gudi,5.6,3-6km,27,Borabanda,8.27,16.37,8,7,12,17.3915525,78.375176,11.86,Ibrahim Bagh,Telangana,1,2022-05-29,2022-05-29,high,Neknampur,place/neighbourhood,Neknampur,2022,2022-04-13
"Netaji Nagar Colony, Langar Houz",Hyderabad,west,none,Jubilee Hills Checkpost,yes,Jubilee Hills Road No 36 Commercial,5.67,blue,5.53,no,no,True,Jubilee Hills Checkpost,5.53,3-6km,6,Lakdi-ka-pul,7.89,14.98,8,4,5,17.3827733,78.392535,10.0,,Telangana,1,2022-06-25,2022-06-25,medium,Ward 66 Langar Houz,boundary/administrative,Langar Houz,2022,2022-04-13
"New Boiguda, Boiguda",Hyderabad,east,operational,Gandhi Hospital,no,Nacharam Industrial Area,7.39,green,0.63,yes,yes,True,Gandhi Hospital,0.63,6km+,3,Secunderabad Junction,0.79,21.45,49,59,13,17.4286363,78.4969962,4.97,,Telangana,1,2022-05-16,2022-05-16,high,Boiguda,place/suburb,Boiguda,2022,2022-04-13
New Malakpet,Hyderabad,south,operational,New Market,no,Uppal IT Park,6.96,red,0.0,yes,yes,True,New Market,0.0,6km+,2,Malakpet,0.95,16.3,25,50,10,17.3734268,78.5031775,2.17,Ward 26 Old Malakpet,Telangana,1,2022-06-02,2022-06-02,medium,New Market,railway/station,New Malakpet,2022,2022-04-13
New Mallepally,Hyderabad,unknown,unknown,unknown,unknown,unknown,,unknown,,unknown,unknown,,unknown,,unknown,,unknown,,,,,,,,,,,1,2022-06-29,2022-06-29,none,,,,2022,2022-04-13
"New Nagole Colony, Kothapet",Hyderabad,east,operational,Victoria Memorial,yes,Uppal IT Park,3.93,red,1.41,yes,yes,True,Victoria Memorial,1.41,3-6km,2,Vidyanagar,6.11,19.47,7,32,23,17.36755,78.5558104,7.59,,Telangana,1,2022-06-10,2022-06-10,medium,Ward 21 Kothapet,boundary/administrative,Kothapet,2022,2022-04-13
New Nallakunta,Hyderabad,east,operational,Chikkadpally,yes,Uppal IT Park,5.57,green,1.6,yes,yes,True,Chikkadpally,1.6,3-6km,4,Vidyanagar,0.67,18.77,87,46,10,17.3959752,78.5092275,2.68,Ward 81 Nallakunta,Telangana,3,2022-05-29,2022-06-13,high,New Nallakunta,place/neighbourhood,New Nallakunta,2022,2022-04-13
Nizam Colony,Hyderabad,north,operational,KPHB Colony,yes,HITEC City Madhapur,5.97,red,0.0,yes,yes,True,KPHB Colony,0.0,3-6km,17,HITEC City,3.18,27.12,43,104,47,17.4938025,78.4017651,15.08,Ward 123 Hydernagar,Telangana,1,2022-05-29,2022-05-29,medium,KPHB Colony,railway/station,Nizam Colony,2022,2022-04-13
Nizampet,Hyderabad,north,operational,JNTU College,no,HITEC City Madhapur,7.6,red,2.01,yes,yes,True,JNTU College,2.01,6km+,8,Hafeezpet,4.17,29.72,24,20,15,17.515397,78.3817156,18.28,Bachupally,Telangana,9,2022-04-28,2022-07-08,high,Nizampet,place/suburb,Nizampet,2022,2022-04-13
Old Alwal,Hyderabad,north,none,JBS,no,Nacharam Industrial Area,10.66,green,6.38,no,no,True,JBS,6.38,6km+,1,Bhudevi Nagar,1.46,29.69,2,11,3,17.5060381,78.5007272,13.54,Ward 134 Alwal,Telangana,2,2022-06-02,2022-06-22,high,Old Alwal,place/neighbourhood,Old Alwal,2022,2022-04-13
Old Bowenpally,Hyderabad,north,operational,Prakash Nagar,no,Jubilee Hills Road No 36 Commercial,7.52,blue,2.03,yes,yes,True,Prakash Nagar,2.03,6km+,4,Ferozguda,1.43,24.17,14,30,10,17.4617293,78.4733842,8.65,Rasoolpura,Telangana,8,2022-05-06,2022-07-05,medium,Bowenpally,highway/bus_stop,Old Bowenpally,2022,2022-04-13
"Old Malakpet, NH 9",Hyderabad,south,operational,Malakpet,no,Uppal IT Park,7.13,red,0.55,yes,yes,True,Malakpet,0.55,6km+,2,Malakpet,0.5,16.56,30,59,10,17.3787081,78.4988983,1.47,Ward 26 Old Malakpet,Telangana,3,2022-05-12,2022-07-06,high,Old Malakpet,place/neighbourhood,Old Malakpet,2022,2022-04-13
Old Nallakunta,Hyderabad,unknown,unknown,unknown,unknown,unknown,,unknown,,unknown,unknown,,unknown,,unknown,,unknown,,,,,,,,,,,5,2022-05-12,2022-07-09,none,,,,2022,2022-04-13
"Opp. Deccan college, Darusalam",Hyderabad,south,operational,Gandhi Bhavan,no,Jubilee Hills Road No 36 Commercial,7.9,red,0.81,yes,yes,True,Gandhi Bhavan,0.81,6km+,4,Hyderabad Deccan Nampally,0.99,15.61,37,60,5,17.383695,78.4659427,2.21,Ward 77 Jambagh,Telangana,1,2022-05-09,2022-05-09,high,Dar Us Salaam,place/neighbourhood,Darusalam,2022,2022-04-13
Opposite andhra mahila sabha,Hyderabad,east,operational,RTC Cross Roads,yes,Uppal IT Park,5.4,green,1.53,yes,yes,True,RTC Cross Roads,1.53,3-6km,4,Vidyanagar,0.08,19.45,93,48,12,17.4023771,78.5103285,3.17,Ward 81 Nallakunta,Telangana,1,2022-05-31,2022-05-31,low,Andhra Mahila Sabha Durgabhai Deshmukh Hospital's Blood Bank,healthcare/blood_bank,Opposite andhra mahila sabha,2022,2022-04-13
Osman Nagar,Hyderabad,west,none,Synchrony @ Raidurg,no,Wipro Gopanpally,6.82,blue,10.49,no,no,True,Synchrony @ Raidurg,10.49,6km+,1,Telapur,3.75,26.02,5,0,0,17.4418133,78.2782231,23.0,,Telangana,1,2022-05-12,2022-05-12,high,Osman Nagar,place/village,Osman Nagar,2022,2022-04-13
OU Colony-Shaikpet,Hyderabad,west,none,Jubilee Hills Checkpost,yes,Jubilee Hills Road No 36 Commercial,3.2,blue,3.11,no,no,True,Jubilee Hills Checkpost,3.11,3-6km,57,Borabanda,6.17,17.25,11,17,16,17.4043457,78.3984046,9.61,,Telangana,1,2022-06-10,2022-06-10,low,Shaikpet-II(Mini),amenity/childcare,OU Colony-Shaikpet,2022,2022-04-13
"Padmanabha Nagar, Mehdipatnam",Hyderabad,west,none,Lakdi-ka-pul,yes,Jubilee Hills Road No 36 Commercial,4.9,red,4.05,no,no,True,Lakdi-ka-pul,4.05,3-6km,6,Lakdi-ka-pul,3.89,15.63,42,38,12,17.3907279,78.4294643,6.11,Ward 71 Gudimalkapur,Telangana,1,2022-06-03,2022-06-03,high,Padmanabha Nagar,place/neighbourhood,Padmanabha Nagar Mehdipatnam,2022,2022-04-13
"Padmarao Nagar, Hyderabad-Karimnagar Highway",Hyderabad,east,none,L. B. Nagar Metro Station,no,Uppal IT Park,8.64,red,5.18,no,no,True,L. B. Nagar Metro Station,5.18,6km+,0,Yakutpura,11.13,20.3,8,10,14,17.3307869,78.5924555,12.74,Hayathnagar,Telangana,4,2022-05-16,2022-06-25,low,Vijaywada Highway,highway/trunk,Padmarao Nagar Hyderabad-Karimnagar Highway,2022,2022-04-13
Panjagutta Colony,Hyderabad,north,operational,Panjagutta,yes,Jubilee Hills Road No 36 Commercial,4.27,red,0.47,yes,yes,True,Panjagutta,0.47,3-6km,9,Necklace Road,1.4,19.63,50,106,37,17.4245834,78.4500162,5.88,Ward 91 Khairatabad,Telangana,1,2022-04-29,2022-04-29,high,Dwarkapuri Colony,place/neighbourhood,Panjagutta Colony,2022,2022-04-13
Patelguda,Hyderabad,east,none,L. B. Nagar Metro Station,no,Uppal IT Park,9.48,red,4.95,no,no,True,L. B. Nagar Metro Station,4.95,6km+,0,Yakutpura,10.55,18.7,7,14,17,17.3196157,78.5821034,12.47,Ward 14 BN Reddy Nagar,Telangana,1,2022-05-29,2022-05-29,high,Patelguda,place/neighbourhood,Patelguda,2022,2022-04-13
"Pathar Gatti, NH 7",Hyderabad,south,none,Gandhi Bhavan,no,Kokapet SEZ,29.59,red,34.09,no,no,True,Gandhi Bhavan,34.09,6km+,0,HBL Nagar,1.02,18.96,0,3,0,17.1404107,78.2811306,34.87,Kothur,Telangana,1,2022-05-06,2022-05-06,low,Old NH 7 Hyderabad Road,highway/primary,NH 7,2022,2022-04-13
"Patrika Nagar, Hitech City",Hyderabad,west,operational,HITEC City,yes,HITEC City Madhapur,1.06,blue,0.0,yes,yes,True,HITEC City,0.0,0-3km,105,HITEC City,2.33,22.4,30,28,23,17.4490055,78.3831376,13.09,Ward 104 Kondapur,Telangana,1,2022-07-08,2022-07-08,medium,HITEC City,railway/station,Patrika Nagar Hitech City,2022,2022-04-13
Peeramcheru,Hyderabad,west,none,Jubilee Hills Checkpost,no,Kokapet SEZ,6.38,blue,8.74,no,no,True,Jubilee Hills Checkpost,8.74,6km+,0,Budvel,7.29,12.68,13,5,5,17.3574342,78.3777885,11.96,Bandlaguda Jagir,Telangana,3,2022-06-14,2022-07-08,low,Peerancheru,amenity/childcare,Peeramcheru,2022,2022-04-13
"Peerzadiguda, NH 2 2",Hyderabad,east,operational,L. B. Nagar Metro Station,yes,Uppal IT Park,4.7,red,2.32,yes,yes,True,L. B. Nagar Metro Station,2.32,3-6km,1,Vidyanagar,7.49,19.85,7,16,9,17.3605753,78.5666476,8.91,,Telangana,3,2022-05-12,2022-06-18,high,Hanuman Nagar 2,place/neighbourhood,NH 2 2,2022,2022-04-13
Petbasheerabad,Hyderabad,north,none,JBS,no,Jubilee Hills Road No 36 Commercial,11.8,green,7.34,no,no,True,JBS,7.34,6km+,1,Suchitra Centre,2.77,29.91,4,14,5,17.5130521,78.4806147,14.25,Ward 132 Jeedimetla,Telangana,1,2022-06-06,2022-06-06,high,PET Bashirabad,place/neighbourhood,Petbasheerabad,2022,2022-04-13
"Pocharam, Hyderabad near infosys",Hyderabad,south,none,L. B. Nagar Metro Station,no,Uppal IT Park,25.49,red,20.1,no,no,True,L. B. Nagar Metro Station,20.1,6km+,0,Falaknuma,21.98,19.08,0,0,0,17.1766905,78.6024034,26.22,,Telangana,1,2022-06-29,2022-06-29,high,Pocharam,place/village,Pocharam,2022,2022-04-13
"Pocharam, NH 2 2",Hyderabad,east,operational,L. B. Nagar Metro Station,yes,Uppal IT Park,4.7,red,2.32,yes,yes,True,L. B. Nagar Metro Station,2.32,3-6km,1,Vidyanagar,7.49,19.85,7,16,9,17.3605753,78.5666476,8.91,,Telangana,3,2022-05-12,2022-07-02,high,Hanuman Nagar 2,place/neighbourhood,NH 2 2,2022,2022-04-13
poush,Hyderabad,unknown,unknown,unknown,unknown,unknown,,unknown,,unknown,unknown,,unknown,,unknown,,unknown,,,,,,,,,,,1,2022-06-11,2022-06-11,none,,,,2022,2022-04-13
"Pragathi Nagar, Kukatpally",Hyderabad,north,operational,KPHB Colony,no,HITEC City Madhapur,6.11,red,0.4,yes,yes,True,KPHB Colony,0.4,6km+,15,HITEC City,3.35,27.01,42,95,42,17.4930841,78.4054408,14.79,Ward 122 Vivekananda Nagar Colony,Telangana,7,2022-05-12,2022-07-06,high,Kukatpally,place/suburb,Kukatpally,2022,2022-04-13
"Pragathi Nagar, Moosapet",Hyderabad,north,operational,Moosapet,yes,Jubilee Hills Road No 36 Commercial,4.33,red,0.69,yes,yes,True,Moosapet,0.69,3-6km,68,Bharath Nagar,1.2,24.24,20,33,14,17.4685307,78.4206695,11.63,Ward 117 Moosapet,Telangana,1,2022-05-28,2022-05-28,high,Moosapet,place/suburb,Moosapet,2022,2022-04-13
Prakash Nagar,Hyderabad,north,operational,Prakash Nagar,no,Jubilee Hills Road No 36 Commercial,6.51,blue,0.55,yes,yes,True,Prakash Nagar,0.55,6km+,7,Sanjeevaiah Park,0.99,22.03,17,28,8,17.4425252,78.4704161,6.63,Ward 149 Begumpet,Telangana,1,2022-05-06,2022-05-06,high,Prakash Nagar,place/neighbourhood,Prakash Nagar,2022,2022-04-13
Prashanth hills,Hyderabad,north,none,JNTU College,no,HITEC City Madhapur,9.02,red,3.11,no,no,True,JNTU College,3.11,6km+,7,Hafeezpet,5.86,30.78,19,8,12,17.5262528,78.3936846,18.55,Bachupally,Telangana,1,2022-06-25,2022-06-25,high,Prashanthi Hills,place/neighbourhood,Prashanth hills,2022,2022-04-13
Prashanth Nagar,Hyderabad,east,operational,Stadium,yes,Uppal IT Park,0.43,blue,0.61,yes,yes,True,Stadium,0.61,0-3km,2,Moula Ali,3.96,22.84,18,25,25,17.4061779,78.5598445,8.11,Ward 7 Chilka Nagar,Telangana,1,2022-07-02,2022-07-02,high,Prashanth Nagar,place/neighbourhood,Prashanth Nagar,2022,2022-04-13
Prem nagar-Erragadda,Hyderabad,north,operational,Erragadda,yes,Jubilee Hills Road No 36 Commercial,3.84,red,0.0,yes,yes,True,Erragadda,0.0,3-6km,40,Sanat Nagar,0.64,23.04,21,69,19,17.4573276,78.4334618,9.83,Ward 100 Sanath Nagar,Telangana,2,2022-06-10,2022-07-06,medium,Erragadda,railway/station,Prem nagar-Erragadda,2022,2022-04-13
Punjagutta X Roads,Hyderabad,east,operational,RTC Cross Roads,no,Uppal IT Park,6.32,green,0.58,yes,yes,True,RTC Cross Roads,0.58,6km+,3,Vidyanagar,1.02,19.27,110,80,28,17.4049531,78.5017667,2.73,Ward 87 Ramnagar,Telangana,1,2022-06-20,2022-06-20,high,VST X Roads,place/locality,Punjagutta X Roads,2022,2022-04-13
Puppalaguda,Hyderabad,west,none,Raidurg,yes,Kokapet SEZ,3.99,blue,5.15,no,no,True,Raidurg,5.15,3-6km,37,Borabanda,7.81,16.82,8,8,13,17.3959138,78.3756838,11.84,Ibrahim Bagh,Telangana,5,2022-05-12,2022-07-02,high,Puppalguda,place/neighbourhood,Puppalaguda,2022,2022-04-13
"Quthbullapur, NH 7",Hyderabad,north,none,Balanagar,no,Jubilee Hills Road No 36 Commercial,9.7,red,5.0,no,no,True,Balanagar,5.0,6km+,0,Suchitra Centre,2.27,28.57,16,26,6,17.5047122,78.4589164,13.63,Ward 132 Jeedimetla,Telangana,4,2022-05-06,2022-06-10,high,Qutubullapur,place/suburb,Quthbullapur,2022,2022-04-13
Qutub Shahi Tombs,Hyderabad,west,none,Jubilee Hills Checkpost,yes,Jubilee Hills Road No 36 Commercial,4.17,blue,4.04,no,no,True,Jubilee Hills Checkpost,4.04,3-6km,33,Khairatabad,7.07,16.31,8,16,16,17.3956054,78.396923,9.6,Ward 94 Shaikpet,Telangana,3,2022-05-12,2022-07-06,low,Qutub Shahi Tombs,historic/archaeological_site,Qutub Shahi Tombs,2022,2022-04-13
"Ragannaguda, Outer Ring Road",Hyderabad,south,none,L. B. Nagar Metro Station,no,Uppal IT Park,15.2,red,9.17,no,no,True,L. B. Nagar Metro Station,9.17,6km+,0,Falaknuma,8.65,10.69,1,1,0,17.2705033,78.5241367,13.34,Kurmalguda,Telangana,1,2022-06-26,2022-06-26,high,Ragannaguda,place/neighbourhood,Ragannaguda,2022,2022-04-13
